    15092
        1        1  1  7    1   1   1     0.0000    0.0000    0.0000
        2        1  2  6    1   1   1     0.5000    0.5000    0.0000
        3        1  3  5    1   1   1     0.0000    0.5000    0.5000
        4        1  4  3    1   1   1     0.5000    0.0000    0.5000
        5        2  1  6    2   1   1     1.0000    1.0000    0.0000
        6        2  2  6    2   1   1     1.5000    1.5000    0.0000
        7        2  3  4    2   1   1     1.0000    1.5000    0.5000
        8        2  4  2    2   1   1     1.5000    1.0000    0.5000
        9        3  1  6    3   1   1     2.0000    2.0000    0.0000
       10        3  2  6    3   1   1     2.5000    2.5000    0.0000
       11        3  3  4    3   1   1     2.0000    2.5000    0.5000
       12        3  4  2    3   1   1     2.5000    2.0000    0.5000
       13        4  1  6    4   1   1     3.0000    3.0000    0.0000
       14        4  2  6    4   1   1     3.5000    3.5000    0.0000
       15        4  3  4    4   1   1     3.0000    3.5000    0.5000
       16        4  4  2    4   1   1     3.5000    3.0000    0.5000
       17        5  1  6    5   1   1     4.0000    4.0000    0.0000
       18        5  2  6    5   1   1     4.5000    4.5000    0.0000
       19        5  3  4    5   1   1     4.0000    4.5000    0.5000
       20        5  4  2    5   1   1     4.5000    4.0000    0.5000
       21        6  1  6    6   1   1     5.0000    5.0000    0.0000
       22        6  2  6    6   1   1     5.5000    5.5000    0.0000
       23        6  3  4    6   1   1     5.0000    5.5000    0.5000
       24        6  4  2    6   1   1     5.5000    5.0000    0.5000
       25        7  1  6    7   1   1     6.0000    6.0000    0.0000
       26        7  2  6    7   1   1     6.5000    6.5000    0.0000
       27        7  3  4    7   1   1     6.0000    6.5000    0.5000
       28        7  4  2    7   1   1     6.5000    6.0000    0.5000
       29        8  1  6    8   1   1     7.0000    7.0000    0.0000
       30        8  2  6    8   1   1     7.5000    7.5000    0.0000
       31        8  3  4    8   1   1     7.0000    7.5000    0.5000
       32        8  4  2    8   1   1     7.5000    7.0000    0.5000
       33        9  1  6    9   1   1     8.0000    8.0000    0.0000
       34        9  2  6    9   1   1     8.5000    8.5000    0.0000
       35        9  3  4    9   1   1     8.0000    8.5000    0.5000
       36        9  4  2    9   1   1     8.5000    8.0000    0.5000
       37       10  1  6   10   1   1     9.0000    9.0000    0.0000
       38       10  2  6   10   1   1     9.5000    9.5000    0.0000
       39       10  3  4   10   1   1     9.0000    9.5000    0.5000
       40       10  4  2   10   1   1     9.5000    9.0000    0.5000
       41       11  1  6   11   1   1    10.0000   10.0000    0.0000
       42       11  2  6   11   1   1    10.5000   10.5000    0.0000
       43       11  3  4   11   1   1    10.0000   10.5000    0.5000
       44       11  4  2   11   1   1    10.5000   10.0000    0.5000
       45       12  1  6   12   1   1    11.0000   11.0000    0.0000
       46       12  2  6   12   1   1    11.5000   11.5000    0.0000
       47       12  3  4   12   1   1    11.0000   11.5000    0.5000
       48       12  4  2   12   1   1    11.5000   11.0000    0.5000
       49       13  1  6   13   1   1    12.0000   12.0000    0.0000
       50       13  2  6   13   1   1    12.5000   12.5000    0.0000
       51       13  3  4   13   1   1    12.0000   12.5000    0.5000
       52       13  4  2   13   1   1    12.5000   12.0000    0.5000
       53       14  1  6   14   1   1    13.0000   13.0000    0.0000
       54       14  2  6   14   1   1    13.5000   13.5000    0.0000
       55       14  3  4   14   1   1    13.0000   13.5000    0.5000
       56       14  4  2   14   1   1    13.5000   13.0000    0.5000
       57       15  1  6   15   1   1    14.0000   14.0000    0.0000
       58       15  2  6   15   1   1    14.5000   14.5000    0.0000
       59       15  3  4   15   1   1    14.0000   14.5000    0.5000
       60       15  4  2   15   1   1    14.5000   14.0000    0.5000
       61       16  1  6   16   1   1    15.0000   15.0000    0.0000
       62       16  2  6   16   1   1    15.5000   15.5000    0.0000
       63       16  3  4   16   1   1    15.0000   15.5000    0.5000
       64       16  4  2   16   1   1    15.5000   15.0000    0.5000
       65       17  1  6   17   1   1    16.0000   16.0000    0.0000
       66       17  2  6   17   1   1    16.5000   16.5000    0.0000
       67       17  3  4   17   1   1    16.0000   16.5000    0.5000
       68       17  4  2   17   1   1    16.5000   16.0000    0.5000
       69       18  1  6   18   1   1    17.0000   17.0000    0.0000
       70       18  2  6   18   1   1    17.5000   17.5000    0.0000
       71       18  3  4   18   1   1    17.0000   17.5000    0.5000
       72       18  4  2   18   1   1    17.5000   17.0000    0.5000
       73       19  1  6   19   1   1    18.0000   18.0000    0.0000
       74       19  2  6   19   1   1    18.5000   18.5000    0.0000
       75       19  3  4   19   1   1    18.0000   18.5000    0.5000
       76       19  4  2   19   1   1    18.5000   18.0000    0.5000
       77       20  1  6   20   1   1    19.0000   19.0000    0.0000
       78       20  2  6   20   1   1    19.5000   19.5000    0.0000
       79       20  3  4   20   1   1    19.0000   19.5000    0.5000
       80       20  4  2   20   1   1    19.5000   19.0000    0.5000
       81       21  1  6   21   1   1    20.0000   20.0000    0.0000
       82       21  2  6   21   1   1    20.5000   20.5000    0.0000
       83       21  3  4   21   1   1    20.0000   20.5000    0.5000
       84       21  4  2   21   1   1    20.5000   20.0000    0.5000
       85       22  1  6   22   1   1    21.0000   21.0000    0.0000
       86       22  2  6   22   1   1    21.5000   21.5000    0.0000
       87       22  3  4   22   1   1    21.0000   21.5000    0.5000
       88       22  4  2   22   1   1    21.5000   21.0000    0.5000
       89       23  1  6   23   1   1    22.0000   22.0000    0.0000
       90       23  2  6   23   1   1    22.5000   22.5000    0.0000
       91       23  3  4   23   1   1    22.0000   22.5000    0.5000
       92       23  4  2   23   1   1    22.5000   22.0000    0.5000
       93       24  1  6   24   1   1    23.0000   23.0000    0.0000
       94       24  2  6   24   1   1    23.5000   23.5000    0.0000
       95       24  3  4   24   1   1    23.0000   23.5000    0.5000
       96       24  4  2   24   1   1    23.5000   23.0000    0.5000
       97       25  1  6   25   1   1    24.0000   24.0000    0.0000
       98       25  2  6   25   1   1    24.5000   24.5000    0.0000
       99       25  3  4   25   1   1    24.0000   24.5000    0.5000
      100       25  4  2   25   1   1    24.5000   24.0000    0.5000
      101       26  1  6   26   1   1    25.0000   25.0000    0.0000
      102       26  2  6   26   1   1    25.5000   25.5000    0.0000
      103       26  3  4   26   1   1    25.0000   25.5000    0.5000
      104       26  4  2   26   1   1    25.5000   25.0000    0.5000
      105       27  1  6   27   1   1    26.0000   26.0000    0.0000
      106       27  2  6   27   1   1    26.5000   26.5000    0.0000
      107       27  3  4   27   1   1    26.0000   26.5000    0.5000
      108       27  4  2   27   1   1    26.5000   26.0000    0.5000
      109       28  1  6   28   1   1    27.0000   27.0000    0.0000
      110       28  2  6   28   1   1    27.5000   27.5000    0.0000
      111       28  3  4   28   1   1    27.0000   27.5000    0.5000
      112       28  4  2   28   1   1    27.5000   27.0000    0.5000
      113       29  1  6   29   1   1    28.0000   28.0000    0.0000
      114       29  2  6   29   1   1    28.5000   28.5000    0.0000
      115       29  3  4   29   1   1    28.0000   28.5000    0.5000
      116       29  4  2   29   1   1    28.5000   28.0000    0.5000
      117       30  1  6   30   1   1    29.0000   29.0000    0.0000
      118       30  2  6   30   1   1    29.5000   29.5000    0.0000
      119       30  3  4   30   1   1    29.0000   29.5000    0.5000
      120       30  4  2   30   1   1    29.5000   29.0000    0.5000
      121       31  1  6   31   1   1    30.0000   30.0000    0.0000
      122       31  2  6   31   1   1    30.5000   30.5000    0.0000
      123       31  3  4   31   1   1    30.0000   30.5000    0.5000
      124       31  4  2   31   1   1    30.5000   30.0000    0.5000
      125       32  1  6   32   1   1    31.0000   31.0000    0.0000
      126       32  2  6   32   1   1    31.5000   31.5000    0.0000
      127       32  3  4   32   1   1    31.0000   31.5000    0.5000
      128       32  4  2   32   1   1    31.5000   31.0000    0.5000
      129       33  1  6   33   1   1    32.0000   32.0000    0.0000
      130       33  2  6   33   1   1    32.5000   32.5000    0.0000
      131       33  3  4   33   1   1    32.0000   32.5000    0.5000
      132       33  4  2   33   1   1    32.5000   32.0000    0.5000
      133       34  1  6   34   1   1    33.0000   33.0000    0.0000
      134       34  2  6   34   1   1    33.5000   33.5000    0.0000
      135       34  3  4   34   1   1    33.0000   33.5000    0.5000
      136       34  4  2   34   1   1    33.5000   33.0000    0.5000
      137       35  1  6   35   1   1    34.0000   34.0000    0.0000
      138       35  2  6   35   1   1    34.5000   34.5000    0.0000
      139       35  3  4   35   1   1    34.0000   34.5000    0.5000
      140       35  4  2   35   1   1    34.5000   34.0000    0.5000
      141       36  1  6   36   1   1    35.0000   35.0000    0.0000
      142       36  2  6   36   1   1    35.5000   35.5000    0.0000
      143       36  3  4   36   1   1    35.0000   35.5000    0.5000
      144       36  4  2   36   1   1    35.5000   35.0000    0.5000
      145       37  1  6   37   1   1    36.0000   36.0000    0.0000
      146       37  2  6   37   1   1    36.5000   36.5000    0.0000
      147       37  3  4   37   1   1    36.0000   36.5000    0.5000
      148       37  4  2   37   1   1    36.5000   36.0000    0.5000
      149       38  1  6   38   1   1    37.0000   37.0000    0.0000
      150       38  2  6   38   1   1    37.5000   37.5000    0.0000
      151       38  3  4   38   1   1    37.0000   37.5000    0.5000
      152       38  4  2   38   1   1    37.5000   37.0000    0.5000
      153       39  1  6   39   1   1    38.0000   38.0000    0.0000
      154       39  2  6   39   1   1    38.5000   38.5000    0.0000
      155       39  3  4   39   1   1    38.0000   38.5000    0.5000
      156       39  4  2   39   1   1    38.5000   38.0000    0.5000
      157       40  1  6   40   1   1    39.0000   39.0000    0.0000
      158       40  2  6   40   1   1    39.5000   39.5000    0.0000
      159       40  3  4   40   1   1    39.0000   39.5000    0.5000
